model,alpha,confidently_wrong_threshold,condition,coverage_target,baseline_accuracy,combined_accuracy,confidence_accuracy,combined_coverage,confidence_coverage,combined_gain_vs_baseline_pp,confidence_gain_vs_baseline_pp,lift_over_confidence_pp,source,source_path
phi4-14b,0.5,0.7,ICC,0.75,0.6413043478260869,0.7686567164179104,0.6865671641791045,0.7282608695652174,0.7282608695652174,12.735236859182352,4.526281635301754,8.208955223880599,root_default,D:\Study\UIUC\Research\Uncertainty\results\phi4-14b_conflict_prediction.json
phi4-14b,0.5,0.7,ICC,0.5,0.6413043478260869,0.8505747126436781,0.6666666666666666,0.47282608695652173,0.47282608695652173,20.92703648175912,2.536231884057971,18.39080459770115,root_default,D:\Study\UIUC\Research\Uncertainty\results\phi4-14b_conflict_prediction.json
phi4-14b,0.5,0.7,ICC,0.25,0.6413043478260869,0.8478260869565217,0.717391304347826,0.25,0.25,20.65217391304348,7.608695652173914,13.043478260869568,root_default,D:\Study\UIUC\Research\Uncertainty\results\phi4-14b_conflict_prediction.json
qwen3-4b,0.5,0.7,IC,0.75,0.41847826086956524,0.4513888888888889,0.3472222222222222,0.782608695652174,0.782608695652174,3.291062801932365,-7.125603864734304,10.416666666666668,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-4b_conflict_prediction.json
qwen3-4b,0.5,0.7,IC,0.5,0.41847826086956524,0.5952380952380952,0.3472222222222222,0.45652173913043476,0.782608695652174,17.675983436853,-7.125603864734304,24.801587301587304,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-4b_conflict_prediction.json
qwen3-4b,0.5,0.7,IC,0.25,0.41847826086956524,0.6666666666666666,0.3472222222222222,0.2608695652173913,0.782608695652174,24.818840579710137,-7.125603864734304,31.944444444444443,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-4b_conflict_prediction.json
qwen3-4b,0.5,0.7,ICC,0.75,0.717391304347826,0.7755102040816326,0.7635135135135135,0.7989130434782609,0.8043478260869565,5.811889973380657,4.612220916568743,1.199669056811914,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-4b_conflict_prediction.json
qwen3-4b,0.5,0.7,ICC,0.5,0.717391304347826,0.8765432098765432,0.7720588235294118,0.44021739130434784,0.7391304347826086,15.915190552871717,5.466751918158574,10.448438634713142,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-4b_conflict_prediction.json
qwen3-4b,0.5,0.7,ICC,0.25,0.717391304347826,0.975609756097561,0.7720588235294118,0.22282608695652173,0.7391304347826086,25.82184517497349,5.466751918158574,20.355093256814914,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-4b_conflict_prediction.json
qwen3-8b,0.5,0.7,IC,0.75,0.5434782608695652,0.6319444444444444,0.5555555555555556,0.782608695652174,0.782608695652174,8.846618357487923,1.2077294685990392,7.638888888888884,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-8b_conflict_prediction.json
qwen3-8b,0.5,0.7,IC,0.5,0.5434782608695652,0.7525773195876289,0.594059405940594,0.5271739130434783,0.5489130434782609,20.909905871806366,5.058114507102884,15.851791364703482,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-8b_conflict_prediction.json
qwen3-8b,0.5,0.7,IC,0.25,0.5434782608695652,0.8048780487804879,0.5977011494252874,0.22282608695652173,0.47282608695652173,26.13997879109227,5.422288855572221,20.717689935520045,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-8b_conflict_prediction.json
qwen3-8b,0.5,0.7,ICC,0.75,0.7663043478260869,0.8671328671328671,0.8194444444444444,0.7771739130434783,0.782608695652174,10.082851930678016,5.31400966183575,4.768842268842266,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-8b_conflict_prediction.json
qwen3-8b,0.5,0.7,ICC,0.5,0.7663043478260869,0.9603960396039604,0.8512396694214877,0.5489130434782609,0.657608695652174,19.409169177787344,8.493532159540074,10.91563701824727,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-8b_conflict_prediction.json
qwen3-8b,0.5,0.7,ICC,0.25,0.7663043478260869,0.9803921568627451,0.8512396694214877,0.27717391304347827,0.657608695652174,21.408780903665814,8.493532159540074,12.91524874412574,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3-8b_conflict_prediction.json
qwen3.5-9b,0.5,0.7,IC,0.75,0.3695652173913043,0.464,0.3488372093023256,0.6793478260869565,0.7010869565217391,9.44347826086957,-2.072800808897873,11.516279069767442,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3.5-9b_conflict_prediction.json
qwen3.5-9b,0.5,0.7,IC,0.5,0.3695652173913043,0.6623376623376623,0.3950617283950617,0.41847826086956524,0.44021739130434784,29.277244494635802,2.5496511003757383,26.72759339426006,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3.5-9b_conflict_prediction.json
qwen3.5-9b,0.5,0.7,IC,0.25,0.3695652173913043,0.7894736842105263,0.5,0.20652173913043478,0.2391304347826087,41.9908466819222,13.043478260869568,28.947368421052634,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3.5-9b_conflict_prediction.json
qwen3.5-9b,0.5,0.7,ICC,0.75,0.782608695652174,0.8787878787878788,0.8888888888888888,0.717391304347826,0.7336956521739131,9.617918313570485,10.62801932367149,-1.0101010101010055,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3.5-9b_conflict_prediction.json
qwen3.5-9b,0.5,0.7,ICC,0.5,0.782608695652174,0.9438202247191011,0.9285714285714286,0.483695652173913,0.532608695652174,16.121152906692714,14.596273291925465,1.5248796147672494,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3.5-9b_conflict_prediction.json
qwen3.5-9b,0.5,0.7,ICC,0.25,0.782608695652174,0.975609756097561,0.9512195121951219,0.22282608695652173,0.22282608695652173,19.3001060445387,16.861081654294797,2.4390243902439046,root_default,D:\Study\UIUC\Research\Uncertainty\results\qwen3.5-9b_conflict_prediction.json
llama3.1-8b,0.5,0.8,IC,0.75,0.3532608695652174,0.41304347826086957,0.3237410071942446,0.75,0.7554347826086957,5.978260869565216,-2.9519862370972816,8.930247106662497,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\llama3.1-8b_conflict_prediction_confthr_0p8.json
llama3.1-8b,0.5,0.8,IC,0.5,0.3532608695652174,0.5595238095238095,0.2976190476190476,0.45652173913043476,0.45652173913043476,20.626293995859214,-5.564182194616979,26.190476190476193,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\llama3.1-8b_conflict_prediction_confthr_0p8.json
llama3.1-8b,0.5,0.8,IC,0.25,0.3532608695652174,0.725,0.32558139534883723,0.21739130434782608,0.23369565217391305,37.17391304347826,-2.7679474216380173,39.94186046511628,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\llama3.1-8b_conflict_prediction_confthr_0p8.json
llama3.1-8b,0.5,0.8,ICC,0.75,0.625,0.6950354609929078,0.6503496503496503,0.7663043478260869,0.7771739130434783,7.00354609929078,2.534965034965031,4.4685810643257495,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\llama3.1-8b_conflict_prediction_confthr_0p8.json
llama3.1-8b,0.5,0.8,ICC,0.5,0.625,0.7475728155339806,0.6601941747572816,0.5597826086956522,0.5597826086956522,12.257281553398059,3.5194174757281593,8.737864077669899,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\llama3.1-8b_conflict_prediction_confthr_0p8.json
llama3.1-8b,0.5,0.8,ICC,0.25,0.625,0.8333333333333334,0.7209302325581395,0.22826086956521738,0.23369565217391305,20.833333333333336,9.593023255813948,11.24031007751939,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\llama3.1-8b_conflict_prediction_confthr_0p8.json
meditron3-8b,0.5,0.8,IC,0.75,0.391304347826087,0.5076923076923077,0.4153846153846154,0.7065217391304348,0.7065217391304348,11.63879598662207,2.4080267558528434,9.230769230769226,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\meditron3-8b_conflict_prediction_confthr_0p8.json
meditron3-8b,0.5,0.8,IC,0.5,0.391304347826087,0.6463414634146342,0.4024390243902439,0.44565217391304346,0.44565217391304346,25.503711558854718,1.1134676564156953,24.390243902439025,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\meditron3-8b_conflict_prediction_confthr_0p8.json
meditron3-8b,0.5,0.8,IC,0.25,0.391304347826087,0.8461538461538461,0.5128205128205128,0.21195652173913043,0.21195652173913043,45.48494983277592,12.15161649944258,33.333333333333336,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\meditron3-8b_conflict_prediction_confthr_0p8.json
meditron3-8b,0.5,0.8,ICC,0.75,0.7010869565217391,0.7687074829931972,0.7210884353741497,0.7989130434782609,0.7989130434782609,6.762052647145811,2.000147885241055,4.761904761904756,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\meditron3-8b_conflict_prediction_confthr_0p8.json
meditron3-8b,0.5,0.8,ICC,0.5,0.7010869565217391,0.7931034482758621,0.735632183908046,0.47282608695652173,0.47282608695652173,9.201649175412296,3.454522738630683,5.747126436781613,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\meditron3-8b_conflict_prediction_confthr_0p8.json
meditron3-8b,0.5,0.8,ICC,0.25,0.7010869565217391,0.9459459459459459,0.8378378378378378,0.20108695652173914,0.20108695652173914,24.485898942420683,13.675088131609868,10.81081081081081,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\meditron3-8b_conflict_prediction_confthr_0p8.json
phi4-14b,0.5,0.8,IC,0.75,0.43478260869565216,0.4965986394557823,0.4489795918367347,0.7989130434782609,0.7989130434782609,6.1816030760130145,1.419698314108253,4.761904761904762,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\phi4-14b_conflict_prediction_confthr_0p8.json
phi4-14b,0.5,0.8,IC,0.5,0.43478260869565216,0.6526315789473685,0.4,0.5163043478260869,0.5163043478260869,21.784897025171627,-3.478260869565214,25.263157894736842,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\phi4-14b_conflict_prediction_confthr_0p8.json
phi4-14b,0.5,0.8,IC,0.25,0.43478260869565216,0.7647058823529411,0.30158730158730157,0.27717391304347827,0.3423913043478261,32.9923273657289,-13.319530710835059,46.31185807656396,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\phi4-14b_conflict_prediction_confthr_0p8.json
phi4-14b,0.5,0.8,ICC,0.75,0.6413043478260869,0.7,0.6879432624113475,0.7608695652173914,0.7663043478260869,5.869565217391304,4.663891458526059,1.2056737588652444,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\phi4-14b_conflict_prediction_confthr_0p8.json
phi4-14b,0.5,0.8,ICC,0.5,0.6413043478260869,0.8,0.7222222222222222,0.4891304347826087,0.4891304347826087,15.869565217391312,8.09178743961353,7.777777777777784,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\phi4-14b_conflict_prediction_confthr_0p8.json
phi4-14b,0.5,0.8,ICC,0.25,0.6413043478260869,0.9,0.78,0.2717391304347826,0.2717391304347826,25.86956521739131,13.869565217391312,12.0,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\phi4-14b_conflict_prediction_confthr_0p8.json
qwen3-4b,0.5,0.8,IC,0.75,0.40217391304347827,0.4420289855072464,0.3900709219858156,0.75,0.7663043478260869,3.9855072463768124,-1.210299105766266,5.195806352143078,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-4b_conflict_prediction_confthr_0p8.json
qwen3-4b,0.5,0.8,IC,0.5,0.40217391304347827,0.5816326530612245,0.3900709219858156,0.532608695652174,0.7663043478260869,17.94587400177462,-1.210299105766266,19.156173107540887,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-4b_conflict_prediction_confthr_0p8.json
qwen3-4b,0.5,0.8,IC,0.25,0.40217391304347827,0.7254901960784313,0.3900709219858156,0.27717391304347827,0.7663043478260869,32.33162830349531,-1.210299105766266,33.541927409261575,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-4b_conflict_prediction_confthr_0p8.json
qwen3-4b,0.5,0.8,ICC,0.75,0.7119565217391305,0.7941176470588235,0.7737226277372263,0.7391304347826086,0.7445652173913043,8.2161125319693,6.176610599809584,2.039501932159715,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-4b_conflict_prediction_confthr_0p8.json
qwen3-4b,0.5,0.8,ICC,0.5,0.7119565217391305,0.8924731182795699,0.7737226277372263,0.5054347826086957,0.7445652173913043,18.051659654043938,6.176610599809584,11.875049054234355,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-4b_conflict_prediction_confthr_0p8.json
qwen3-4b,0.5,0.8,ICC,0.25,0.7119565217391305,0.9705882352941176,0.7737226277372263,0.18478260869565216,0.7445652173913043,25.863171355498714,6.176610599809584,19.68656075568913,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-4b_conflict_prediction_confthr_0p8.json
qwen3-8b,0.5,0.8,IC,0.75,0.5380434782608695,0.625,0.5694444444444444,0.782608695652174,0.782608695652174,8.695652173913048,3.1400966183574908,5.555555555555558,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-8b_conflict_prediction_confthr_0p8.json
qwen3-8b,0.5,0.8,IC,0.5,0.5380434782608695,0.6857142857142857,0.5945945945945946,0.5706521739130435,0.6032608695652174,14.767080745341621,5.6551116333725115,9.11196911196911,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-8b_conflict_prediction_confthr_0p8.json
qwen3-8b,0.5,0.8,IC,0.25,0.5380434782608695,0.8103448275862069,0.6236559139784946,0.31521739130434784,0.5054347826086957,27.230134932533733,8.56124357176251,18.668891360771223,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-8b_conflict_prediction_confthr_0p8.json
qwen3-8b,0.5,0.8,ICC,0.75,0.7663043478260869,0.8832116788321168,0.8260869565217391,0.7445652173913043,0.75,11.69073310060299,5.978260869565222,5.7124722310377685,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-8b_conflict_prediction_confthr_0p8.json
qwen3-8b,0.5,0.8,ICC,0.5,0.7663043478260869,0.9595959595959596,0.8245614035087719,0.5380434782608695,0.6195652173913043,19.329161176987263,5.825705568268502,13.503455608718761,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-8b_conflict_prediction_confthr_0p8.json
qwen3-8b,0.5,0.8,ICC,0.25,0.7663043478260869,1.0,0.8245614035087719,0.24456521739130435,0.6195652173913043,23.369565217391308,5.825705568268502,17.543859649122805,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3-8b_conflict_prediction_confthr_0p8.json
qwen3.5-9b,0.5,0.8,IC,0.75,0.3423913043478261,0.40875912408759124,0.3237410071942446,0.7445652173913043,0.7554347826086957,6.636781973976513,-1.8650297153581519,8.501811689334666,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3.5-9b_conflict_prediction_confthr_0p8.json
qwen3.5-9b,0.5,0.8,IC,0.5,0.3423913043478261,0.44565217391304346,0.3402061855670103,0.5,0.5271739130434783,10.326086956521735,-0.21851187808157868,10.544598834603313,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3.5-9b_conflict_prediction_confthr_0p8.json
qwen3.5-9b,0.5,0.8,IC,0.25,0.3423913043478261,0.5306122448979592,0.39215686274509803,0.266304347826087,0.27717391304347827,18.82209405501331,4.976555839727192,13.845538215286119,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3.5-9b_conflict_prediction_confthr_0p8.json
qwen3.5-9b,0.5,0.8,ICC,0.75,0.7771739130434783,0.8828125,0.8592592592592593,0.6956521739130435,0.7336956521739131,10.563858695652172,8.208534621578101,2.355324074074072,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3.5-9b_conflict_prediction_confthr_0p8.json
qwen3.5-9b,0.5,0.8,ICC,0.5,0.7771739130434783,0.95,0.95,0.43478260869565216,0.43478260869565216,17.28260869565217,17.28260869565217,0.0,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3.5-9b_conflict_prediction_confthr_0p8.json
qwen3.5-9b,0.5,0.8,ICC,0.25,0.7771739130434783,0.9696969696969697,0.9705882352941176,0.1793478260869565,0.18478260869565216,19.252305665349144,19.341432225063937,-0.08912655971479166,rerun,D:\Study\UIUC\Research\Uncertainty\results\conf_threshold_sensitivity\qwen3.5-9b_conflict_prediction_confthr_0p8.json
