model,alpha,condition,coverage_target,baseline_accuracy,combined_accuracy,confidence_accuracy,combined_coverage,confidence_coverage,combined_gain_vs_baseline_pp,confidence_gain_vs_baseline_pp,lift_over_confidence_pp,source,source_path
phi4-14b,0.75,IC,0.25,0.44565217391304346,0.7631578947368421,0.3387096774193548,0.20652173913043478,0.33695652173913043,31.75057208237987,-10.694249649368864,42.44482173174873,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_0p75.json
phi4-14b,0.75,ICC,0.75,0.6413043478260869,0.7692307692307693,0.6846153846153846,0.7065217391304348,0.7065217391304348,12.792642140468235,4.331103678929771,8.461538461538465,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_0p75.json
phi4-14b,0.75,ICC,0.5,0.6413043478260869,0.8452380952380952,0.6547619047619048,0.45652173913043476,0.45652173913043476,20.39337474120083,1.345755693581785,19.047619047619047,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_0p75.json
phi4-14b,0.75,ICC,0.25,0.6413043478260869,0.8863636363636364,0.717391304347826,0.2391304347826087,0.25,24.505928853754945,7.608695652173914,16.89723320158103,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_0p75.json
qwen3-4b,0.75,IC,0.75,0.41847826086956524,0.4482758620689655,0.36,0.7880434782608695,0.8152173913043478,2.9797601199400283,-5.847826086956526,8.827586206896553,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_0p75.json
qwen3-4b,0.75,IC,0.5,0.41847826086956524,0.6,0.3472222222222222,0.46195652173913043,0.782608695652174,18.152173913043473,-7.125603864734304,25.27777777777778,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_0p75.json
qwen3-4b,0.75,IC,0.25,0.41847826086956524,0.673469387755102,0.3472222222222222,0.266304347826087,0.782608695652174,25.499112688553677,-7.125603864734304,32.62471655328798,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_0p75.json
qwen3-4b,0.75,ICC,0.75,0.717391304347826,0.7755102040816326,0.7635135135135135,0.7989130434782609,0.8043478260869565,5.811889973380657,4.612220916568743,1.199669056811914,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_0p75.json
qwen3-4b,0.75,ICC,0.5,0.717391304347826,0.8690476190476191,0.7720588235294118,0.45652173913043476,0.7391304347826086,15.165631469979301,5.466751918158574,9.698879551820728,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_0p75.json
qwen3-4b,0.75,ICC,0.25,0.717391304347826,0.975609756097561,0.7720588235294118,0.22282608695652173,0.7391304347826086,25.82184517497349,5.466751918158574,20.355093256814914,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_0p75.json
qwen3-8b,0.75,IC,0.75,0.5434782608695652,0.6275862068965518,0.5517241379310345,0.7880434782608695,0.7880434782608695,8.410794602698656,0.8245877061469287,7.586206896551728,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_0p75.json
qwen3-8b,0.75,IC,0.5,0.5434782608695652,0.7184466019417476,0.5675675675675675,0.5597826086956522,0.6032608695652174,17.49683410721824,2.4089306698002355,15.087903437418005,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_0p75.json
qwen3-8b,0.75,IC,0.25,0.5434782608695652,0.7777777777777778,0.5977011494252874,0.24456521739130435,0.47282608695652173,23.42995169082126,5.422288855572221,18.00766283524904,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_0p75.json
qwen3-8b,0.75,ICC,0.75,0.7663043478260869,0.8671328671328671,0.8194444444444444,0.7771739130434783,0.782608695652174,10.082851930678016,5.31400966183575,4.768842268842266,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_0p75.json
qwen3-8b,0.75,ICC,0.5,0.7663043478260869,0.9320388349514563,0.8512396694214877,0.5597826086956522,0.657608695652174,16.573448712536944,8.493532159540074,8.079916552996869,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_0p75.json
qwen3-8b,0.75,ICC,0.25,0.7663043478260869,0.9807692307692307,0.8512396694214877,0.2826086956521739,0.657608695652174,21.44648829431438,8.493532159540074,12.952956134774308,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_0p75.json
qwen3.5-9b,0.75,IC,0.75,0.3695652173913043,0.4580152671755725,0.34306569343065696,0.7119565217391305,0.7445652173913043,8.845004978426818,-2.6499523960647364,11.494957374491555,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_0p75.json
qwen3.5-9b,0.75,IC,0.5,0.3695652173913043,0.6447368421052632,0.3950617283950617,0.41304347826086957,0.44021739130434784,27.517162471395885,2.5496511003757383,24.967511371020144,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_0p75.json
qwen3.5-9b,0.75,IC,0.25,0.3695652173913043,0.7567567567567568,0.4864864864864865,0.20108695652173914,0.20108695652173914,38.71915393654525,11.692126909518219,27.027027027027028,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_0p75.json
qwen3.5-9b,0.75,ICC,0.75,0.782608695652174,0.8602941176470589,0.8840579710144928,0.7391304347826086,0.75,7.768542199488493,10.144927536231885,-2.376385336743392,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_0p75.json
qwen3.5-9b,0.75,ICC,0.5,0.782608695652174,0.9550561797752809,0.9285714285714286,0.483695652173913,0.532608695652174,17.244748412310695,14.596273291925465,2.6484751203852297,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_0p75.json
qwen3.5-9b,0.75,ICC,0.25,0.782608695652174,0.9761904761904762,0.9555555555555556,0.22826086956521738,0.24456521739130435,19.358178053830223,17.294685990338166,2.063492063492056,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_0p75.json
llama3.1-8b,1.0,IC,0.75,0.33152173913043476,0.4,0.3103448275862069,0.7880434782608695,0.7880434782608695,6.847826086956527,-2.117691154422785,8.965517241379311,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/llama3.1-8b_conflict_prediction_alpha_1.json
llama3.1-8b,1.0,IC,0.5,0.33152173913043476,0.5,0.30851063829787234,0.5108695652173914,0.5108695652173914,16.847826086956523,-2.3011100832562414,19.148936170212767,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/llama3.1-8b_conflict_prediction_alpha_1.json
llama3.1-8b,1.0,IC,0.25,0.33152173913043476,0.5555555555555556,0.3148148148148148,0.29347826086956524,0.29347826086956524,22.403381642512084,-1.670692431561993,24.074074074074076,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/llama3.1-8b_conflict_prediction_alpha_1.json
llama3.1-8b,1.0,ICC,0.75,0.6032608695652174,0.6956521739130435,0.644927536231884,0.75,0.75,9.239130434782606,4.1666666666666625,5.072463768115942,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/llama3.1-8b_conflict_prediction_alpha_1.json
llama3.1-8b,1.0,ICC,0.5,0.6032608695652174,0.7403846153846154,0.6826923076923077,0.5652173913043478,0.5652173913043478,13.712374581939802,7.94314381270903,5.769230769230771,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/llama3.1-8b_conflict_prediction_alpha_1.json
llama3.1-8b,1.0,ICC,0.25,0.6032608695652174,0.75,0.8125,0.2608695652173913,0.2608695652173913,14.67391304347826,20.923913043478258,-6.25,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/llama3.1-8b_conflict_prediction_alpha_1.json
meditron3-8b,1.0,IC,0.75,0.3695652173913043,0.4421768707482993,0.3877551020408163,0.7989130434782609,0.7989130434782609,7.2611653356994985,1.818988464951199,5.4421768707483,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/meditron3-8b_conflict_prediction_alpha_1.json
meditron3-8b,1.0,IC,0.5,0.3695652173913043,0.45,0.36,0.5434782608695652,0.5434782608695652,8.043478260869568,-0.9565217391304337,9.000000000000002,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/meditron3-8b_conflict_prediction_alpha_1.json
meditron3-8b,1.0,IC,0.25,0.3695652173913043,0.5,0.30357142857142855,0.30434782608695654,0.30434782608695654,13.043478260869568,-6.599378881987578,19.642857142857146,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/meditron3-8b_conflict_prediction_alpha_1.json
meditron3-8b,1.0,ICC,0.75,0.6902173913043478,0.75177304964539,0.75177304964539,0.7663043478260869,0.7663043478260869,6.155565834104227,6.155565834104227,0.0,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/meditron3-8b_conflict_prediction_alpha_1.json
meditron3-8b,1.0,ICC,0.5,0.6902173913043478,0.7551020408163265,0.7755102040816326,0.532608695652174,0.532608695652174,6.488464951197869,8.529281277728485,-2.0408163265306145,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/meditron3-8b_conflict_prediction_alpha_1.json
meditron3-8b,1.0,ICC,0.25,0.6902173913043478,0.7777777777777778,0.7857142857142857,0.29347826086956524,0.30434782608695654,8.756038647343,9.549689440993792,-0.7936507936507908,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/meditron3-8b_conflict_prediction_alpha_1.json
phi4-14b,1.0,IC,0.75,0.44565217391304346,0.5,0.4485294117647059,0.7391304347826086,0.7391304347826086,5.434782608695654,0.287723785166244,5.14705882352941,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_1.json
phi4-14b,1.0,IC,0.5,0.44565217391304346,0.6097560975609756,0.4146341463414634,0.44565217391304346,0.44565217391304346,16.410392364793214,-3.1018027571580067,19.51219512195122,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_1.json
phi4-14b,1.0,IC,0.25,0.44565217391304346,0.6222222222222222,0.3387096774193548,0.24456521739130435,0.33695652173913043,17.657004830917877,-10.694249649368864,28.35125448028674,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_1.json
phi4-14b,1.0,ICC,0.75,0.6413043478260869,0.7578125,0.6796875,0.6956521739130435,0.6956521739130435,11.650815217391308,3.838315217391308,7.8125,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_1.json
phi4-14b,1.0,ICC,0.5,0.6413043478260869,0.8235294117647058,0.6588235294117647,0.46195652173913043,0.46195652173913043,18.22250639386189,1.7519181585677779,16.470588235294116,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_1.json
phi4-14b,1.0,ICC,0.25,0.6413043478260869,0.8461538461538461,0.717391304347826,0.21195652173913043,0.25,20.48494983277592,7.608695652173914,12.87625418060201,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/phi4-14b_conflict_prediction_alpha_1.json
qwen3-4b,1.0,IC,0.75,0.41847826086956524,0.4513888888888889,0.3472222222222222,0.782608695652174,0.782608695652174,3.291062801932365,-7.125603864734304,10.416666666666668,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_1.json
qwen3-4b,1.0,IC,0.5,0.41847826086956524,0.6071428571428571,0.3472222222222222,0.45652173913043476,0.782608695652174,18.866459627329185,-7.125603864734304,25.992063492063487,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_1.json
qwen3-4b,1.0,IC,0.25,0.41847826086956524,0.6875,0.3472222222222222,0.2608695652173913,0.782608695652174,26.902173913043477,-7.125603864734304,34.02777777777778,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_1.json
qwen3-4b,1.0,ICC,0.75,0.717391304347826,0.777027027027027,0.7635135135135135,0.8043478260869565,0.8043478260869565,5.963572267920092,4.612220916568743,1.3513513513513487,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_1.json
qwen3-4b,1.0,ICC,0.5,0.717391304347826,0.8902439024390244,0.7720588235294118,0.44565217391304346,0.7391304347826086,17.285259809119836,5.466751918158574,11.81850789096126,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_1.json
qwen3-4b,1.0,ICC,0.25,0.717391304347826,0.9761904761904762,0.7720588235294118,0.22826086956521738,0.7391304347826086,25.87991718426501,5.466751918158574,20.413165266106436,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-4b_conflict_prediction_alpha_1.json
qwen3-8b,1.0,IC,0.75,0.5434782608695652,0.6524822695035462,0.5602836879432624,0.7663043478260869,0.7663043478260869,10.900400863398097,1.6805427073697254,9.219858156028371,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_1.json
qwen3-8b,1.0,IC,0.5,0.5434782608695652,0.7087378640776699,0.5675675675675675,0.5597826086956522,0.6032608695652174,16.525960320810473,2.4089306698002355,14.117029651010238,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_1.json
qwen3-8b,1.0,IC,0.25,0.5434782608695652,0.7358490566037735,0.5977011494252874,0.28804347826086957,0.47282608695652173,19.237079573420836,5.422288855572221,13.814790717848613,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_1.json
qwen3-8b,1.0,ICC,0.75,0.7663043478260869,0.8671328671328671,0.8194444444444444,0.7771739130434783,0.782608695652174,10.082851930678016,5.31400966183575,4.768842268842266,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_1.json
qwen3-8b,1.0,ICC,0.5,0.7663043478260869,0.9393939393939394,0.8512396694214877,0.5380434782608695,0.657608695652174,17.308959156785253,8.493532159540074,8.81542699724518,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_1.json
qwen3-8b,1.0,ICC,0.25,0.7663043478260869,0.9803921568627451,0.8512396694214877,0.27717391304347827,0.657608695652174,21.408780903665814,8.493532159540074,12.91524874412574,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3-8b_conflict_prediction_alpha_1.json
qwen3.5-9b,1.0,IC,0.75,0.3695652173913043,0.44696969696969696,0.34306569343065696,0.717391304347826,0.7445652173913043,7.7404479578392635,-2.6499523960647364,10.390400353904,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_1.json
qwen3.5-9b,1.0,IC,0.5,0.3695652173913043,0.6533333333333333,0.4,0.4076086956521739,0.4076086956521739,28.3768115942029,3.04347826086957,25.33333333333333,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_1.json
qwen3.5-9b,1.0,IC,0.25,0.3695652173913043,0.7428571428571429,0.4864864864864865,0.19021739130434784,0.20108695652173914,37.329192546583855,11.692126909518219,25.637065637065636,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_1.json
qwen3.5-9b,1.0,ICC,0.75,0.782608695652174,0.8759124087591241,0.8840579710144928,0.7445652173913043,0.75,9.330371310695018,10.144927536231885,-0.8145562255368666,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_1.json
qwen3.5-9b,1.0,ICC,0.5,0.782608695652174,0.872093023255814,0.9431818181818182,0.4673913043478261,0.4782608695652174,8.948432760364,16.05731225296443,-7.108879492600428,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_1.json
qwen3.5-9b,1.0,ICC,0.25,0.782608695652174,0.8888888888888888,0.9555555555555556,0.24456521739130435,0.24456521739130435,10.62801932367149,17.294685990338166,-6.666666666666677,rerun,/home/yikunh2/Uncertainty/results/alpha_sensitivity/qwen3.5-9b_conflict_prediction_alpha_1.json
